include,v,do,id,powo,taxon_name,taxon_authors,species_syn,species_alt,group,item,description,related,also,source,petruzzello,hill,dalby,vanwyk,anderson,katzer,ucla,polyu,freq,category,tag,comment,kingdom,part,wikipedia,britannica,common_names,wyk_name,dalby_name,hill_name,anderson_name,katzer_name,amar_name,hu_name,wiki_name,other_name,etymologies,wiktionary,plant name,region_of_origin,origin dalby,lat,lon,location,macroarea,cultivation,color,taste_smell,heat,major_uses,ill_source,ill_page,ill_key,ill_link,other_links,wn_plant,wn,wn_comment,English,en_alt,Arabic,ar,ar_literal,ar_alt,Chinese,zh,zh_literal,zh_alt,zh_notes,Hungarian,hu_literal,hu_alt,hu_notes,Cantonese,yu,yu literal,notes,operative,pharmaceutical,tcm,tcm_db,tcm_url,tcm_zh,tcm_pinyin,tcm_en,tcm_desc,medicinal_group,nature_and_flavors,meridian_affinity,action,foc,hu_history_1990,year recorded in TCM,ayurveda,gbif,trop,eol,ncbi,Hindi,hi,hi literal,Hi alt ,Indonesian,Persian
inn,31.0,,3,https://powo.science.kew.org/taxon/795288-1,Alpinia hainanensis,K.Schum.,Alpinia katsumadai Hayata,,cardamoms,katsumada galangal seed,"the light brown, brain-shaped fruits of Alpinia hainanensis used in TCM",,,polyu_2022_chinese,,,,,,,,1.0,1,spice,medicinal,,Plantae,fruit & seed,https://zh.wikipedia.org/wiki/%E8%8D%89%E8%B1%86%E8%94%BB,,katsumada galangal seed,,,,,,,,,Katsumada Galangal Seed {polyu},,,海南山姜,S. China; Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,草豆蔻,cǎodòukòu,herb-cardamom,,,,,,,,,,,,Alpiniae Katsumdai Semen,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/en/herbal/katsumada-galangal-seed,草豆蔻,cǎodòukòu,Katsumada Galangal Seed,Dried almost ripe seed of Alpinia katsumadai Hayata (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Stomach","To remove damp, invigorate the spleen function, warm the stomach and arrest vomiting",http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028274,,,,,,,,,,,,,
inn,44.0,,7,https://powo.science.kew.org/taxon/77178274-1,Wurfbainia compacta,(Sol. ex Maton) Škorničk. & A.D.Poulsen,Amomum compactum Sol. ex Maton; Amomum kepulaga Sprague & Burkill,,cardamoms,kepulaga,the white fruits of Wurfbania compacta from Sumatra and Java,white cardamom,,vanwyk_2014_culinary,,,1.0,1.0,,,,1.0,3,spice,culinary,*white cardamom* can also refer to the bleached fruits of green cardamom,Plantae,fruit & seed,,,kepulaga; Indonesian cardamom; round cardamom; Java round cardamom; Java white cardamom,Indonesian cardamom; round cardamom,"Kepulaga, round cardamom, Siam cardamom",,,,,,,Java round cardamom {polyu},,,,Sumatra to W. Jawa,,-3.0,105.0,Palembang,Asia,,white,,,,,,,,,,,,,,,,,,爪哇白豆蔻,zhǎowā báidòukòu,Java-white-cardamom,,,,,,,,,,,,Amomi Fructus Rotundus,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/round-cardamon-fruit,豆蔻,dòukòu,Round Cardamon Fruit,Dried ripe fruit of Amomum kravanh Pierre ex Gagnep. or Amomum compactum Soland ex Maton (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Lung, Stomach","To resolve damp, remove retained food, promote the flow of qi and warm the spleen and stomach topromote digestion",http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028314,no,?,,,,,,,,,,,
inn,68.0,,,,Piper longum,L.,,P. retrofactum Vahl,false peppers,long pepper,the spike-like cluster of fruits of Piper longum,pepper; cubeb,Java long pepper,vanwyk_2014_culinary,0.0,1.0,1.0,1.0,1.0,1.0,0,1.0,6,spice,culinary; medicinal,,Plantae,fruit,https://en.wikipedia.org/wiki/Long_pepper,,Indian long pepper; pippali; pipalli,Indian long pepper; pippali; pipalli,Long pepper,,,,,,,,long pepper; darfilfil; biba,,long pepper plant,E. Himalaya to S. China; Indo-China; India,,25.0,82.0,Varanasi,Asia,India; Indonesia; Thailand,"green to red when ripe, dark brown when dried","pungent, peppery",4-9,South and Souteast Asian cuisine; Ayurveda and TCM,,,,,,long_pepper.n.01,,,long pepper,,دارفلفل,dārfilfil,,,蓽撥,bìbō,,,,hosszú bors,long-pepper,,,,,,,,Fructus Piperis Longi; Piperis Longi Fructus,1.0,polyu-tcm,,蓽苃,bìbá,Long Pepper,Dried nearly ripe fruit-spike of Piper longum L. (Fam. Piperaceae),Interior-warming medicinal,bitter; hot,"Stomach, Large intestine",,,yes,973,yes,https://www.gbif.org/species/3086338,https://tropicos.org/name/25000012,https://eol.org/pages/489436,49511.0,पिप्पली ,pippalī,,,cabe jawa,فلفل بلند
inn,61.0,,,https://powo.science.kew.org/taxon/586076-1,Myristica fragrans,Houtt.,,,,mace,the aril (seed-covering) of the nutmeg,nutmeg,,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,7,spice,culinary,,Plantae,aril,https://en.wikipedia.org/wiki/Nutmeg,https://www.britannica.com/topic/mace-spice,mace,mace,Mace,,,,,,,,mace; basbas; roudoukoupi,,nutmeg tree,Moluccas (Indonesia),,-5.0,130.0,Banda Islands,Asia,Grenada; Indonesia,"crimson red aril whn fresh, pale yellow when dried","sweet, bitter, salty",1,confectionary; peptic ulcers,Köhler's Medizinal-Pflanzen,II 132,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/609/mode/1up,,nutmeg.n.01,mace.n.03,,mace,,بسباسة,basbāsa,,*qishrat jawz al-ṭīb* [the peel of the fragrant nut] قشرة جوز الطيب,肉豆蔻皮,ròudòukòupí,flesh-bean-cardamom-skin,,,szerecsendió-virág,Saracen nut flower,,,,,,,,Arillus Myristicae,,,,,,Nutmeg,,,,,,,,?,,https://www.gbif.org/species/5406817,https://tropicos.org/name/21800077,https://eol.org/pages/596922,51089.0,जावित्री,jāvitrī,?,,bunga pala,بسپاسه
inn,72.0,,,https://powo.science.kew.org/taxon/586076-1,Myristica fragrans,Houtt.,,,,nutmeg,"the seed of a peach-like fruit of the nutmeg tree of the Moluccas, Indonesia",mace,,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,8,spice,culinary; medicinal,,Plantae,seed,https://en.wikipedia.org/wiki/Nutmeg#Mace,https://www.britannica.com/topic/nutmeg,nutmeg,nutmeg,,,,,,,,,nutmeg; jawz al-tib; roudoukou,,nutmeg tree,Moluccas (Indonesia),,-4.0,129.0,Run,Asia,Grenada; Indonesia,"pale brown nut, dark when powdered","sweet, warm, nutty",1,"desserts, eggnog; diahrrhea",Köhler's Medizinal-Pflanzen,II 132,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/609/mode/1up,,nutmeg.n.01,nutmeg.n.02,,nutmeg,,جوز الطيب,jawz al-ṭīb,fragrant nut,,肉豆蔻,ròudòukòu,flesh-bean-cardamom,,,szerecsendió,Saracen nut,muskátdió [musk-nut]; mácisdió [mace-nut],,,,,,,Semen Myristicae; Myristicae Semen,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/nutmeg,肉豆蔻,ròudòukòu,Nutmeg,Dried kernel of Myristica fragrans Houtt. (Fam. Myrisyicaceae),Astringent medicinal,pungent; warm,"Spleen, Stomach, Large intestine","To warm the middle and promote the flow of qi, and astringe the intestines and check diarrhea",,yes,973,,https://www.gbif.org/species/5406817,https://tropicos.org/name/21800077,https://eol.org/pages/596922,51089.0,जायफल,jāyaphal,?,,pala,جوز هندی
inn,80.0,,,,Piper nigrum,L.,,,,pepper,the dried fruits of an Indian vine,long pepper; cubeb,,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,8,spice,culinary; medicinal,,Plantae,fruit,https://en.wikipedia.org/wiki/Black_pepper,https://www.britannica.com/plant/black-pepper-plant,black pepper; peppercorns,pepper; black pepper,,,,,,,,peppercorns,pepper; fulful; hujiao,,pepper plant,Malabar coast (South India),,15.0,76.0,Karnataka,Asia,Vietnam; Brazil; Indonesia; India; Sri Lanka; etc.,black; white; green,"pungent, hot",3-8,flavors; colds; pepper steak; poivrade sauce; Pfefferkuchen,Köhler's Medizinal-Pflanzen,II 144,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/633/mode/1up,,pepper.n.01,pepper.n.03,,pepper,black pepper,فلفل,"filfil, fulful",,[black pepper] *fulful aswad* فلفل أسود,胡椒,hújiāo,barbarian-pepper,黑胡椒 *hēihújiāo* [black-barbarian-pepper],,bors,pepper,fekete bors [black pepper],,,,,pepper; peppercorn; biber; pepperwort; Malabar coast; Sri Lanka?; black gold,,Fructus Piperis nigri/albi; Piperis Fructus,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/pepper-fruit,胡椒,hújiāo,Pepper Fruit,Dried ripe fruit-spike of Piper nigrum L. (Fam. Piperaceae),Interior-warming medicinal,pungent; hot,"Stomach, Large intestine","To warm the middle and dissipate cold, subdue upward qi flow and to eliminate phlegm",,yes,659,yes,https://www.gbif.org/species/3086357,https://tropicos.org/name/25000013,https://eol.org/pages/596620,13216.0,काली मिर्च,kālī mirch,black pepper,सफेद काली मिर्च…,lada; lada hitam; lada putih; merica,فلفل سیاه
inn,40.0,,,,Schinus molle,L.,,S. terebinthifolia Raddi,false peppers,pink pepper,"Pinkish peppercorns sourced from two different South American species, the Peruvian pepper tree, and the Brazilian pepper tree; both unrelated to true black pepper.",,pepper,vanwyk_2014_culinary,,1.0,,1.0,,1.0,,,3,spice,culinary; ornamental,,Plantae,fruit,https://en.wikipedia.org/wiki/Pink_peppercorn,https://www.britannica.com/plant/pepper-tree,pink pepper; Peruvian pepper,pink pepper; Peruvian pepper,,,,,,,,pepper rosé,,,Peruvian pepper tree,Peru,,,,,,?,pink; bright red,,,,,,,,,,,,pink peppercorn,,فلفل وردي,fulful wardī,pink pepper,فلفل بيروفي the plant,粉紅胡椒,fěnhóng hújiāo,pink-peppercorn,,,rózsaszín bors,,,,,,,Christmas berry in Japanese;SAm. Reunion,,?,,,,?,,?,,,,,,,,,,https://www.gbif.org/species/3190642,https://tropicos.org/name/1300267,https://eol.org/pages/582275,43851.0,,,,,,
inn,75.0,,,,Crocus sativus,L.,,,,saffron,the stigmas or styles of the saffron crocus flower; stamen of Crocus sativus,,,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,8,spice; dye,culinary,,Plantae,stigma (style),https://en.wikipedia.org/wiki/Saffron,https://www.britannica.com/topic/saffron,saffron,saffron,Saffron,,,,,,,,saffron; zafaran; fanhonghua,,saffron crocus; autumn crocus,Greece; Near East,,36.0,25.0,Santorini,Mediterranean,Iran; Spain; Kashmir; etc.,deep red; dyes in orange,"pungent, bitter",0,"paella, bouillabaise, rice, tagine, fevers",Köhler's Medizinal-Pflanzen,II 164,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/675/mode/1up,,saffron.n.01,saffron.n.02,,saffron,,زعفران,zaʿfarān,,,藏紅花,zànghónghuā,Tibetan-red-flower,西紅花 *xīhónghuā* [western-red-flower]; 番紅花 *fān​hóng​huā* [foreign-red-flower],藏紅花,sáfrány,,,,,,,Greece or Asia Minor,,Stigmata Croci; Stylus Croci; Croci Stigma; ,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/saffron,西紅花,xīhónghuā,Saffron,Dried stigma of Crocus sativus L. (Fam. Iridaceae),Blood-activating menstruation regulating medicinal,sweet; neutral,"Liver, Heart","To activate blood circulation and eliminate blood stasis, cool the blood and detoxify, and tranquilize",,yes,1596,,https://www.gbif.org/species/2747430,https://tropicos.org/name/16600120,https://eol.org/pages/488247,82528.0,केसर,kesar,"hair, mane",कुंकुम; जाफरान; सैफ्रन,kuma-kuma; safron,زعفران 
inn,47.0,,6,https://powo.science.kew.org/taxon/77178294-1,Wurfbainia vera,(Blackw.) Škorničk. & A.D.Poulsen,Amomum krervanh Pierre & Gagnep.; Amomum kravanh Pierre ex Gagnep.,,cardamoms,Siam cardamom,the white fuits of Wurfbainia vera from Indochina,Java white cardamom,,vanwyk_2014_culinary,,1.0,1.0,1.0,,,,,3,spice,culinary; medicinal,the first plant species named by a woman,Plantae,fruit & seed,https://en.wikipedia.org/wiki/Wurfbainia_vera,,Cambodian cardamom; krervanh; Siam cardamom; Thai cardamom; round cardamom,Cambodian cardamom; krervanh; Siam cardamom,Siam cardamom; Cambodian cardamom,Thai cardamom; round cardamom,,,,,,,,,https://uses.plantnet-project.org/en/Amomum_krervanh_(PROSEA),Trop. Asia; SEA; Indochina,Indochina,12.0,105.0,Phnom Penh,Asia,,white,,,,,,,,,,,,,,,,,,白豆蔻,báidòukòu,white-cardamom,豆蔻 [bean-cardamom],,,,,,,,,https://sys01.lib.hkbu.edu.hk/cmed/mmid/detail.php?qry=amomum&sort=name_cht&lang=eng&page=1&pid=B00174,,Amomi Fructus Rotundus,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/round-cardamon-fruit,豆蔻,dòukòu,Round Cardamon Fruit,Dried ripe fruit of Amomum kravanh Pierre ex Gagnep. or Amomum compactum Soland ex Maton (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Lung, Stomach","To resolve damp, remove retained food, promote the flow of qi and warm the spleen and stomach topromote digestion",,yes,973,,,,,,,,,,,
inn,53.0,,,,Zanthoxylum bungeanum,Maxim.,,Z. armatum DC.; et al.,false peppers,Sichuan pepper,"the numbing, red or green fruits of East Asian prickly ash trees",sansho,sansho,vanwyk_2014_culinary,,1.0,1.0,1.0,,1.0,1,,5,spice,culinary,,Plantae,pericarp,https://en.wikipedia.org/wiki/Sichuan_pepper,https://www.britannica.com/topic/Sichuan-pepper,Chinese pepper; Szechwan pepper,Chinese pepper,,,,,,,,Szechwan pepper,Sichuan pepper; fagara; fulful sitshuwan; huajiao,,prickly ash tree,China,,31.0,104.0,Sichuan,Asia,China,red; green,"woodsy, peppery",3,meats; colic,,,,http://www.botanicus.org/page/471605,,,,,Sichuan pepper,,فلفل سيتشوان,fulful sītshuwān,Sichuan pepper,,花椒,huā​jiāo,flower-pepper,,花椒 (...),szecsuáni bors,Sichuan pepper,,,,,,"fagara; Wyk at Z. piperitum, en and zh wiki, Flora of china http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=135262",,Pericarpium/Fructus Zanthoxyli,,,,花椒,528,Pricklyash Peel,,,,,,,,,,,,,328401.0,,,,,,
inn,65.0,,,,Illicium verum,Hook.f.,,,,star anise,the star shaped pericarps of a tree from Vietnam and South China; fruit of Illicium verum,,anise,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,,1.0,1,1.0,7,spice,culinary,,Plantae,pericarp,https://en.wikipedia.org/wiki/Illicium_verum,https://www.britannica.com/plant/star-anise,star anise; Chinese star anise; Chinese anise,star anise; Chinese star anise; Chinese anise,Star anise,,,,,,,,star anise; yansun najmi; bajiaohuixiang; badian,,star anise tree,SE. China; Vietnam,,18.0,106.0,Hainan,Asia,China; Laos; Vietnam; Korea; Japan; Taiwan; Hainan; Philippines (POWO),orange brown,"bitter, licorice-like",3,"meats, desserts; colic",Köhler's Medizinal-Pflanzen,II 117*,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/579/mode/1up,,star_anise.n.01,star_anise.n.03,,star anise,,يانسون نجمي,yānsūn najmī,star anise,,八角,bājiǎo,octagon,,,csillagánizs,star-anise,,,,,,,,Fructus Anisi stellati; Anisi Stellati Fructus,1.0,polyu-tcm,,八角茴香,bājiǎohúixiāng,Chinese Star Anise,Dried ripe fruit of Illicium verum Hook. f. (Fam. Magnoliaceae),Interior-warming medicinal,pungent; warm,"Liver, Kidney, Spleen, Stomach",,,,?,,https://www.gbif.org/species/2889756,https://www.tropicos.org/name/50079582,https://eol.org/pages/484056,124778.0,चक्रफूल,,,,bunga lawang,
inn,43.0,,4,https://powo.science.kew.org/taxon/77178198-1,Lanxangia tsao-ko,(Crevost & Lemarié) M.F.Newman & Škorničk.,Amomum hongtsaoko Liang et Fang; Amomum tsao-ko/Amomum tsok-ko Crevost et Lemaire,,cardamoms,tsaoko,"the dark brown fruits of Lanxangia tsao-ko from Yunnan, tsaoko",,,vanwyk_2014_culinary,,,,1.0,,,,1.0,2,spice,culinary; medicinal,,Plantae,fruit & seed,,,tsaoko; tsao-ko cardamom; large cardamom; caoguo; Yunnan cardamom,tsao-ko cardamom; large cardamom,,,,,,,,caoguo {polyu},,,,Yunnan,,25.0,102.0,,Asia,China,brown,,,,,,,,,,,,tsaoko,,,,,,草果,cǎoguǒ,herb-fruit,,,,,,,,,,,,Tsaoko Fructus,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/caoguo,草果,cǎoguǒ,Caoguo,Dried ripe fruit of Amomum tsok-ko Crevost et Lemaire (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Stomach","To dry cold-damp and warm the middle-enerqizer, dispel phlegm and cure malaria",http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=240001100,no,?,,,,,,,,,,,
inn,75.0,,,,Curcuma longa,L.,Curcuma domestica Valeton,,,turmeric,the bright yellow powder yielded from the rhizomes of Curcuma longa,,yellow zedoary,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,8,spice; dye,culinary; medicinal; ritualistic,,Plantae,rhizome,https://en.wikipedia.org/wiki/Turmeric,https://www.britannica.com/plant/turmeric,turmeric,turmeric,Turmeric,,,,,,,,turmeric; kurkum,,turmeric,India,southern Asia,11.0,79.0,Tamil Nadu,Asia,China; Honduras; India; Indonesia; Jamaica,orange-yellow,"warm, acrid, bitter",3,"curries, dye; antiseptic",Köhler's Medizinal-Pflanzen,II 178,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/705/mode/1up,,turmeric.n.01,turmeric.n.02,,turmeric,,كركم,kurkum,,,薑黃,jiānghuáng,ginger-yellow,黃薑 *huángjiāng* [yellow-ginger],,kurkuma,,,,,,,,,Rhizoma Curcumae (Longae); Curcumae Longae Rhizoma,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/turmeric,薑黃,jiānghuáng,Turmeric,Dried rhizome of Curcuma longa L. (Fam. Zingiberaceae),Blood-activating analgesic medicinal,"pungent, bitter; warm","Liver, Spleen","To elimainate blood stasis, promote the flow of qi, stimulate mentrual discharge and relieve pain",,,?,yes,https://www.gbif.org/species/2757624,https://tropicos.org/name/34500029,https://eol.org/pages/1122309,136217.0,हल्दी,haldī,,,kunyit,زردچوبه
inn,56.0,,,,Vanilla planifolia,Andrews,Vanilla fragrans Ames,V. tahitensis J.W. Moore; V. pompona Schiede,,vanilla,the aromatic seed pods of orchid species from America; fruit of Vanilla fragrans,,Tahitian vanilla; West Indian vanilla,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,,1.0,1,,6,spice,culinary,,Plantae,fruit,https://en.wikipedia.org/wiki/Vanilla,https://www.britannica.com/plant/vanilla,vanilla,vanilla,Vanilla,,,,,,,,vanilla; faniliya; xiangcao,,flat-leaved vanilla; Bourbon vanilla; Mexican vanilla,Tropical America,,13.0,-86.0,Central America,Americas,Madagascar; Indonesia; Mexico; Papua New Guinea; China,dark brown pod; creamy white extract,"fragrant, sweet, delicious",1,flavouring; baking; desserts; perfumery; aromatherapy,Köhler's Medizinal-Pflanzen,II 114,koehler_1887_koehler,https://www.biodiversitylibrary.org/item/10837#page/573/mode/1up,,vanilla.n.01,vanilla.n.02,,vanilla,,فانيليا,fānīliyā,,,香草,xiāngcǎo,fragrant-herb,Cantonese 雲呢拿 *wan4 nei1 laa4-2*,,vanília,,,,,,,second most expensive after saffron!; 1520s Hernán Cortés,,Fructus Vanillae,,,,,,,,,,,,,,,,https://www.gbif.org/species/2803398,https://www.tropicos.org/name/23501046,https://eol.org/pages/1127948,51239.0,वैनिला,vainilaa,,,vanila,وانیل
inn,35.0,,8,https://powo.science.kew.org/taxon/77178295-1,Wurfbainia villosa,(Lour.) Škorničk. & A.D.Poulsen,Amomum villosum Lour.,Wurfbainia villosa var. xanthioides (Wall. ex Baker) Škorničk. & A.D.Poulsen syn. Amomum xanthioides Wall. ex Baker,cardamoms,wild Siamese cardamom,the fruits of Wurfbania villosa,,,vanwyk_2014_culinary,,,1.0,1.0,,,,1.0,3,spice,culinary; medicinal,,Plantae,fruit & seed,,,Malabar cardamom; Tavoy cardamom; wild Siamese cardamom; bastard cardamom; bastard Siamese cardamom,Malabar cardamom; Tavoy cardamom; wild Siamese cardamom; Bastard cardamom; bastard Siamese cardamom; wild Siamese cardamom,Bastard cardamom,,,,,,,,,,,As,southeast Asia,20.0,100.0,,,,,,,,,,,,,,,,,,,,,,砂仁,shārén,granule-kernel,,,,,,,,,,,,Amomi Fructus,1.0,polyu-tcm,https://herbaltcm.sn.polyu.edu.hk/herbal/villous-amomum-fruit,砂仁,shārén,Villous Amomum Fruit,"Dried ripe fruit of Amomum villosum Lour., Amomum villosum Lour. var . xanthioides T. L. Wu et Senjen or Amomum longiligulare T. L. Wu (Fam. Zingiberaceae)",Dampness-resolving medicinal,pungent; warm,"Spleen, Stomach, Kidney","To elimate damp and improve appetite, warm the spleen and check diarrhea, and prevent abortion",http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028347,,,,,,,,,,,,,
inn,21.0,,,,Piper auritum,Kunth,Piper sanctum (Miq.) Schltdl. ex C.DC.,,,acuyo,"fruit of Piper auritum, syn. P. sanctum",,,vanwyk_2014_culinary,,,1.0,1.0,,,,,2,herb,culinary,,Plantae,herb,https://en.wikipedia.org/wiki/Piper_auritum,,,acoyo; acuyo; cordonillo; xihuitl,Acuyo,,hoja santa,,,,,"Common names include hoja santa (Spanish for 'sacred leaf'),[2] yerba santa,[3][4] hierba santa,[3] Mexican pepperleaf,[4] acuyo,[4] tlanepa,[4] anisillo,[4] root beer plant,[2] Vera Cruz pepper[5] and sacred pepper.[1]",,,,Central America,,21.0,-89.0,Yucatán,Americas,,,,,"animal food, a poison and a medicine, has social uses and for food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inn,28.0,,,,Aquilaria malaccensis,Lam.,Aquilaria agallocha Roxb.,,,agarwood,the diseased wood of Aquilaria malaccensis and A. sinensis,,,vanwyk_2014_culinary,,,1.0,1.0,,,,,2,incense,,,Plantae,wood,https://en.wiktionary.org/wiki/agalloch,,agarwood; agalloch; agaru; aloeswood; eaglewood; gharroowood,agar wood; eagle wood,"Aloeswood, agaru, eaglewood, gharroowood",,,,,aloeswood,,agalloch,,,,Southeast Asia,,2.0,102.0,Malacca,Asia,,,,,,,,,,,,,,,,عود,,,,沉香,chénxiāng,sink-incense,檀木,,,,,,,,,,,,1.0,,,,,,,,,,,,yes,540,,,,,,,,,,,
inn,25.0,,,,Trachyspermum ammi,(L.) Sprague,Carum copticum (L.) Benth. & Hook.f. ex Hiern;  Trachyspermum copticum (L.) Link,,,ajwain,the seed of Trachyspermum ammi,,,vanwyk_2014_culinary,,1.0,1.0,1.0,,1.0,1,,5,spice,culinary,,Plantae,fruit,,,,ajowan; ajwain; carom; ajowan caraway; thymol seeds; bishop's weed; omum; omam; white cumin; Ethiopian caraway,"Ajowan, ammi, *black cumin, 'Ethiopian cumin', omum",,,,,,,,,,,Near East,Egypt; Ethiopia,39.0,60.0,Turkmenistan,Asia,,,"thyme-like, astringent",5,flavor for Indian vegetables,,,,,,,,,ajowan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inn,10.0,,,https://powo.science.kew.org/taxon/871850-1,Aframomum exscapum,(Sims) Hepper,,,cardamoms; false peppers,alligator pepper,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,alligator pepper; *grains of paradise; mbongo spice; hepper pepper,alligator pepper; grains of paradise,,,,,,,,,,,,Trop W Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inn,31.0,,,,Physeter macrocephalus,L.,,,,ambergris,secretion of Physeter macrocephalus,,,dalby_2000_dangerous,,,1.0,,,,,,1,incense,,,Animalia,"waxy, flammable substance from the gastrointestinal tract",,https://www.britannica.com/science/ambergris,,,"Ambergris, 'amber'",,,,,,,,,,sperm whale,cosmopolitan,Indian Ocean,-33.0,82.0,Indian Ocean,cosmopolitan,,grey,"fecal, later sweet",,perfumery,,,,,,,,,ambergris,,عنبر,ʿambar,,,龍涎香,lóngxiánxiāng,dragon-saliva-fragrance,https://zh.wikipedia.org/wiki/%E9%BE%8D%E6%B6%8E%E9%A6%99,龙涎香,ámbra,,,,,,,Ibn Battuta; Moby Dick,,,,,,,,,,,,,,,,,,,,,,,,,,,
